0.00000,45.3390380675,-75.8977901504,43.8863,-1.8220,-10.7421,-0.1426,0.0000,8,0
0.01000,45.3390379037,-75.8977915442,43.8876,-1.8233,-10.7570,-0.1426,0.0100,8,0
0.02000,45.3390377399,-75.8977929380,43.8889,-1.8246,-10.7719,-0.1425,0.0200,8,0
0.03000,45.3390375761,-75.8977943318,43.8902,-1.8259,-10.7868,-0.1425,0.0300,8,0
0.04000,45.3390374123,-75.8977957256,43.8914,-1.8272,-10.8017,-0.1425,0.0400,8,0
0.05000,45.3390372486,-75.8977971194,43.8927,-1.8285,-10.8166,-0.1425,0.0500,8,0
0.06000,45.3390370848,-75.8977985132,43.8940,-1.8298,-10.8316,-0.1424,0.0600,8,0
0.07000,45.3390369210,-75.8977999070,43.8953,-1.8311,-10.8465,-0.1424,0.0700,8,0
0.08000,45.3390367572,-75.8978013008,43.8966,-1.8324,-10.8614,-0.1424,0.0800,8,0
0.09000,45.3390365934,-75.8978026946,43.8979,-1.8337,-10.8763,-0.1423,0.0900,8,0
0.10000,45.3390364296,-75.8978040884,43.8991,-1.8350,-10.8912,-0.1423,0.1000,8,0
0.11000,45.3390362658,-75.8978054821,43.9004,-1.8364,-10.9061,-0.1423,0.1100,8,0
0.12000,45.3390361020,-75.8978068759,43.9017,-1.8377,-10.9210,-0.1422,0.1200,8,0
0.13000,45.3390359382,-75.8978082697,43.9030,-1.8390,-10.9359,-0.1422,0.1300,8,0
0.14000,45.3390357744,-75.8978096635,43.9043,-1.8403,-10.9508,-0.1422,0.1400,8,0
0.15000,45.3390356107,-75.8978110573,43.9056,-1.8416,-10.9657,-0.1422,0.1500,8,0
0.16000,45.3390354469,-75.8978124511,43.9069,-1.8429,-10.9807,-0.1421,0.1600,8,0
0.17000,45.3390352831,-75.8978138449,43.9081,-1.8442,-10.9956,-0.1421,0.1700,8,0
0.18000,45.3390351193,-75.8978152387,43.9094,-1.8455,-11.0105,-0.1421,0.1800,8,0
0.19000,45.3390349555,-75.8978166325,43.9107,-1.8468,-11.0254,-0.1420,0.1900,8,0
0.20000,45.3390347917,-75.8978180263,43.9120,-1.8481,-11.0403,-0.1420,0.2000,8,0
0.21000,45.3390346253,-75.8978194580,43.9128,-1.8496,-11.0553,-0.1368,0.2100,8,0
0.22000,45.3390344589,-75.8978208898,43.9136,-1.8510,-11.0704,-0.1315,0.2200,8,0
0.23000,45.3390342925,-75.8978223215,43.9144,-1.8525,-11.0854,-0.1263,0.2300,8,0
0.24000,45.3390341261,-75.8978237532,43.9152,-1.8539,-11.1005,-0.1211,0.2400,8,0
0.25000,45.3390339597,-75.8978251849,43.9159,-1.8554,-11.1155,-0.1158,0.2500,8,0
0.26000,45.3390337933,-75.8978266167,43.9167,-1.8569,-11.1306,-0.1106,0.2600,8,0
0.27000,45.3390336269,-75.8978280484,43.9175,-1.8583,-11.1456,-0.1054,0.2700,8,0
0.28000,45.3390334605,-75.8978294801,43.9183,-1.8598,-11.1607,-0.1001,0.2800,8,0
0.29000,45.3390332941,-75.8978309118,43.9191,-1.8612,-11.1757,-0.0949,0.2900,8,0
0.30000,45.3390331277,-75.8978323436,43.9199,-1.8627,-11.1908,-0.0897,0.3000,8,0
0.31000,45.3390329613,-75.8978337753,43.9207,-1.8642,-11.2058,-0.0844,0.3100,8,0
0.32000,45.3390327949,-75.8978352070,43.9215,-1.8656,-11.2209,-0.0792,0.3200,8,0
0.33000,45.3390326285,-75.8978366387,43.9223,-1.8671,-11.2359,-0.0739,0.3300,8,0
0.34000,45.3390324621,-75.8978380705,43.9231,-1.8685,-11.2510,-0.0687,0.3400,8,0
0.35000,45.3390322957,-75.8978395022,43.9238,-1.8700,-11.2660,-0.0635,0.3500,8,0
0.36000,45.3390321293,-75.8978409339,43.9246,-1.8715,-11.2811,-0.0582,0.3600,8,0
0.37000,45.3390319629,-75.8978423656,43.9254,-1.8729,-11.2961,-0.0530,0.3700,8,0
0.38000,45.3390317965,-75.8978437974,43.9262,-1.8744,-11.3112,-0.0478,0.3800,8,0
0.39000,45.3390316301,-75.8978452291,43.9270,-1.8758,-11.3262,-0.0425,0.3900,8,0
0.40000,45.3390314637,-75.8978466608,43.9278,-1.8773,-11.3413,-0.0373,0.4000,8,0
0.41000,45.3390312949,-75.8978481300,43.9282,-1.8786,-11.3553,-0.0405,0.4100,8,0
0.42000,45.3390311262,-75.8978495992,43.9286,-1.8798,-11.3693,-0.0437,0.4200,8,0
0.43000,45.3390309574,-75.8978510684,43.9290,-1.8811,-11.3833,-0.0470,0.4300,8,0
0.44000,45.3390307886,-75.8978525377,43.9294,-1.8824,-11.3973,-0.0502,0.4400,8,0
0.45000,45.3390306198,-75.8978540069,43.9298,-1.8837,-11.4113,-0.0534,0.4500,8,0
0.46000,45.3390304510,-75.8978554761,43.9302,-1.8849,-11.4253,-0.0566,0.4600,8,0
0.47000,45.3390302822,-75.8978569453,43.9306,-1.8862,-11.4393,-0.0598,0.4700,8,0
0.48000,45.3390301134,-75.8978584145,43.9310,-1.8875,-11.4533,-0.0631,0.4800,8,0
0.49000,45.3390299446,-75.8978598837,43.9314,-1.8888,-11.4673,-0.0663,0.4900,8,0
0.50000,45.3390297758,-75.8978613529,43.9318,-1.8901,-11.4812,-0.0695,0.5000,8,0
0.51000,45.3390296070,-75.8978628221,43.9323,-1.8913,-11.4952,-0.0727,0.5100,8,0
0.52000,45.3390294382,-75.8978642913,43.9327,-1.8926,-11.5092,-0.0759,0.5200,8,0
0.53000,45.3390292694,-75.8978657605,43.9331,-1.8939,-11.5232,-0.0792,0.5300,8,0
0.54000,45.3390291007,-75.8978672297,43.9335,-1.8951,-11.5372,-0.0824,0.5400,8,0
0.55000,45.3390289319,-75.8978686989,43.9339,-1.8964,-11.5512,-0.0856,0.5500,8,0
0.56000,45.3390287631,-75.8978701682,43.9343,-1.8977,-11.5652,-0.0888,0.5600,8,0
0.57000,45.3390285943,-75.8978716374,43.9347,-1.8990,-11.5792,-0.0920,0.5700,8,0
0.58000,45.3390284255,-75.8978731066,43.9351,-1.9003,-11.5932,-0.0953,0.5800,8,0
0.59000,45.3390282567,-75.8978745758,43.9355,-1.9015,-11.6072,-0.0985,0.5900,8,0
0.60000,45.3390280879,-75.8978760450,43.9359,-1.9028,-11.6212,-0.1017,0.6000,8,0
0.61000,45.3390279159,-75.8978775485,43.9372,-1.9052,-11.6347,-0.1024,0.6100,8,0
0.62000,45.3390277439,-75.8978790521,43.9385,-1.9075,-11.6481,-0.1032,0.6200,8,0
0.63000,45.3390275719,-75.8978805556,43.9398,-1.9099,-11.6616,-0.1039,0.6300,8,0
0.64000,45.3390273999,-75.8978820591,43.9411,-1.9122,-11.6751,-0.1046,0.6400,8,0
